Date,Historical Adj,Volume,Daily New Cases,ROE,ROA,PM,EPS,Adj Close
2012-02-21 00:00:00,390.200012,74080,0,-8.5321,-3.3632,-13.284,-0.4,396.799988
2012-02-22 00:00:00,406,59605,0,-8.5321,-3.3632,-13.284,-0.4,388.200012
2012-02-23 00:00:00,405.200012,75815,0,-8.5321,-3.3632,-13.284,-0.4,387.799988
2012-02-24 00:00:00,396.799988,67745,0,-8.5321,-3.3632,-13.284,-0.4,390
2012-02-27 00:00:00,388.200012,60180,0,-8.5321,-3.3632,-13.284,-0.4,389.799988
2012-02-28 00:00:00,387.799988,123715,0,-8.5321,-3.3632,-13.284,-0.4,397.399994
2012-02-29 00:00:00,390,68545,0,-8.5321,-3.3632,-13.284,-0.4,394.399994
2012-03-01 00:00:00,389.799988,62585,0,-8.5321,-3.3632,-13.284,-0.4,390.200012
2012-03-02 00:00:00,397.399994,67660,0,-8.5321,-3.3632,-13.284,-0.4,384
2012-03-05 00:00:00,394.399994,151325,0,-8.5321,-3.3632,-13.284,-0.4,362.600006
2012-03-06 00:00:00,390.200012,81480,0,-8.5321,-3.3632,-13.284,-0.4,366.600006
2012-03-07 00:00:00,384,115660,0,-8.5321,-3.3632,-13.284,-0.4,346.399994
2012-03-08 00:00:00,362.600006,224865,0,-8.5321,-3.3632,-13.284,-0.4,339.600006
2012-03-09 00:00:00,366.600006,97115,0,-8.5321,-3.3632,-13.284,-0.4,341.200012
2012-03-12 00:00:00,346.399994,64585,0,-8.5321,-3.3632,-13.284,-0.4,334.799988
2012-03-13 00:00:00,339.600006,95620,0,-8.5321,-3.3632,-13.284,-0.4,341.200012
2012-03-14 00:00:00,341.200012,66805,0,-8.5321,-3.3632,-13.284,-0.4,337.600006
2012-03-15 00:00:00,334.799988,179765,0,-8.5321,-3.3632,-13.284,-0.4,356.799988
2012-03-16 00:00:00,341.200012,101235,0,-8.5321,-3.3632,-13.284,-0.4,360.399994
2012-03-19 00:00:00,337.600006,48090,0,-8.5321,-3.3632,-13.284,-0.4,356.399994
2012-03-20 00:00:00,356.799988,80395,0,-8.5321,-3.3632,-13.284,-0.4,354.399994
2012-03-21 00:00:00,360.399994,118025,0,-8.5321,-3.3632,-13.284,-0.4,346
2012-03-22 00:00:00,356.399994,110530,0,-8.5321,-3.3632,-13.284,-0.4,337.799988
2012-03-23 00:00:00,354.399994,104070,0,-8.5321,-3.3632,-13.284,-0.4,337.799988
2012-03-26 00:00:00,346,111630,0,-8.5321,-3.3632,-13.284,-0.4,347.600006
2012-03-27 00:00:00,337.799988,108440,0,-8.5321,-3.3632,-13.284,-0.4,365.600006
2012-03-28 00:00:00,337.799988,128200,0,-8.5321,-3.3632,-13.284,-0.4,356
2012-03-29 00:00:00,347.600006,56340,0,-8.5321,-3.3632,-13.284,-0.4,354
2012-03-30 00:00:00,365.600006,129635,0,-8.5321,-3.3632,-13.284,-0.4,367.600006
2012-04-02 00:00:00,356,504515,0,-0.5063,-0.1921,-2.0911,-0.4,305.600006
2012-04-03 00:00:00,354,175050,0,-0.5063,-0.1921,-2.0911,-0.4,300.399994
2012-04-04 00:00:00,367.600006,178480,0,-0.5063,-0.1921,-2.0911,-0.4,290.799988
2012-04-05 00:00:00,305.600006,218540,0,-0.5063,-0.1921,-2.0911,-0.4,283.600006
2012-04-09 00:00:00,300.399994,161910,0,-0.5063,-0.1921,-2.0911,-0.4,277.799988
2012-04-10 00:00:00,290.799988,173100,0,-0.5063,-0.1921,-2.0911,-0.4,271
2012-04-11 00:00:00,283.600006,121125,0,-0.5063,-0.1921,-2.0911,-0.4,261.600006
2012-04-12 00:00:00,277.799988,140970,0,-0.5063,-0.1921,-2.0911,-0.4,271.200012
2012-04-13 00:00:00,271,97685,0,-0.5063,-0.1921,-2.0911,-0.4,262.399994
2012-04-16 00:00:00,261.600006,83595,0,-0.5063,-0.1921,-2.0911,-0.4,253.399994
2012-04-17 00:00:00,271.200012,92585,0,-0.5063,-0.1921,-2.0911,-0.4,251.600006
2012-04-18 00:00:00,262.399994,122560,0,-0.5063,-0.1921,-2.0911,-0.4,240.800003
2012-04-19 00:00:00,253.399994,99760,0,-0.5063,-0.1921,-2.0911,-0.4,235.199997
2012-04-20 00:00:00,251.600006,119605,0,-0.5063,-0.1921,-2.0911,-0.4,222.600006
2012-04-23 00:00:00,240.800003,254415,0,-0.5063,-0.1921,-2.0911,-0.4,237
2012-04-24 00:00:00,235.199997,147595,0,-0.5063,-0.1921,-2.0911,-0.4,239.199997
2012-04-25 00:00:00,222.600006,46065,0,-0.5063,-0.1921,-2.0911,-0.4,245.399994
2012-04-26 00:00:00,237,50110,0,-0.5063,-0.1921,-2.0911,-0.4,238.399994
2012-04-27 00:00:00,239.199997,74795,0,-0.5063,-0.1921,-2.0911,-0.4,239.600006
2012-04-30 00:00:00,245.399994,139800,0,-0.5063,-0.1921,-2.0911,-0.4,214.199997
2012-05-01 00:00:00,238.399994,258930,0,-0.5063,-0.1921,-2.0911,-0.4,217.399994
2012-05-02 00:00:00,239.600006,172655,0,-0.5063,-0.1921,-2.0911,-0.4,211.600006
2012-05-03 00:00:00,214.199997,201170,0,-0.5063,-0.1921,-2.0911,-0.4,206.199997
2012-05-04 00:00:00,217.399994,127010,0,-0.5063,-0.1921,-2.0911,-0.4,199.399994
2012-05-07 00:00:00,211.600006,128905,0,-0.5063,-0.1921,-2.0911,-0.4,209.199997
2012-05-08 00:00:00,206.199997,78120,0,-0.5063,-0.1921,-2.0911,-0.4,206.600006
2012-05-09 00:00:00,199.399994,60595,0,-0.5063,-0.1921,-2.0911,-0.4,201.399994
2012-05-10 00:00:00,209.199997,70000,0,-0.5063,-0.1921,-2.0911,-0.4,197.399994
2012-05-11 00:00:00,206.600006,74600,0,-0.5063,-0.1921,-2.0911,-0.4,198
2012-05-14 00:00:00,201.399994,822775,0,-0.5063,-0.1921,-2.0911,-0.4,234.800003
2012-05-15 00:00:00,197.399994,1234210,0,-0.5063,-0.1921,-2.0911,-0.4,243.399994
2012-05-16 00:00:00,198,354200,0,-0.5063,-0.1921,-2.0911,-0.4,261
2012-05-17 00:00:00,234.800003,333205,0,-0.5063,-0.1921,-2.0911,-0.4,248.199997
2012-05-18 00:00:00,243.399994,298910,0,-0.5063,-0.1921,-2.0911,-0.4,231.600006
2012-05-21 00:00:00,261,368050,0,-0.5063,-0.1921,-2.0911,-0.4,247.800003
2012-05-22 00:00:00,248.199997,150485,0,-0.5063,-0.1921,-2.0911,-0.4,239
2012-05-23 00:00:00,231.600006,177880,0,-0.5063,-0.1921,-2.0911,-0.4,240.600006
2012-05-24 00:00:00,247.800003,105870,0,-0.5063,-0.1921,-2.0911,-0.4,237.800003
2012-05-25 00:00:00,239,112825,0,-0.5063,-0.1921,-2.0911,-0.4,241
2012-05-29 00:00:00,240.600006,155530,0,-0.5063,-0.1921,-2.0911,-0.4,235.800003
2012-05-30 00:00:00,237.800003,175580,0,-0.5063,-0.1921,-2.0911,-0.4,222
2012-05-31 00:00:00,241,299205,0,-0.5063,-0.1921,-2.0911,-0.4,212.800003
2012-06-01 00:00:00,235.800003,1168485,0,-0.5063,-0.1921,-2.0911,-0.4,193.800003
2012-06-04 00:00:00,222,627760,0,-0.5063,-0.1921,-2.0911,-0.4,179
2012-06-05 00:00:00,212.800003,536830,0,-0.5063,-0.1921,-2.0911,-0.4,195.800003
2012-06-06 00:00:00,193.800003,668680,0,-0.5063,-0.1921,-2.0911,-0.4,212.600006
2012-06-07 00:00:00,179,430880,0,-0.5063,-0.1921,-2.0911,-0.4,212.399994
2012-06-08 00:00:00,195.800003,318620,0,-0.5063,-0.1921,-2.0911,-0.4,215.199997
2012-06-11 00:00:00,212.600006,287795,0,-0.5063,-0.1921,-2.0911,-0.4,206.800003
2012-06-12 00:00:00,212.399994,485030,0,-0.5063,-0.1921,-2.0911,-0.4,199
2012-06-13 00:00:00,215.199997,513400,0,-0.5063,-0.1921,-2.0911,-0.4,192
2012-06-14 00:00:00,206.800003,379970,0,-0.5063,-0.1921,-2.0911,-0.4,188.600006
2012-06-15 00:00:00,199,893260,0,-0.5063,-0.1921,-2.0911,-0.4,201.199997
2012-06-18 00:00:00,192,682735,0,-0.5063,-0.1921,-2.0911,-0.4,223
2012-06-19 00:00:00,188.600006,628775,0,-0.5063,-0.1921,-2.0911,-0.4,218.600006
2012-06-20 00:00:00,201.199997,283865,0,-0.5063,-0.1921,-2.0911,-0.4,213.399994
2012-06-21 00:00:00,223,219845,0,-0.5063,-0.1921,-2.0911,-0.4,210
2012-06-22 00:00:00,218.600006,185565,0,-0.5063,-0.1921,-2.0911,-0.4,208
2012-06-25 00:00:00,213.399994,242330,0,-0.5063,-0.1921,-2.0911,-0.4,197.800003
2012-06-26 00:00:00,210,218265,0,-0.5063,-0.1921,-2.0911,-0.4,205
2012-06-27 00:00:00,208,251415,0,-0.5063,-0.1921,-2.0911,-0.4,202.600006
2012-06-28 00:00:00,197.800003,305880,0,-0.5063,-0.1921,-2.0911,-0.4,197
2012-06-29 00:00:00,205,333980,0,-0.5063,-0.1921,-2.0911,-0.4,212.600006
2012-07-02 00:00:00,202.600006,635725,0,4.3213,1.6917,4.9946,0.8,190.199997
2012-07-03 00:00:00,197,609930,0,4.3213,1.6917,4.9946,0.8,175.800003
2012-07-05 00:00:00,212.600006,292785,0,4.3213,1.6917,4.9946,0.8,176.399994
2012-07-06 00:00:00,190.199997,366345,0,4.3213,1.6917,4.9946,0.8,168.800003
2012-07-09 00:00:00,175.800003,284450,0,4.3213,1.6917,4.9946,0.8,175.800003
2012-07-10 00:00:00,176.399994,378810,0,4.3213,1.6917,4.9946,0.8,166.199997
2012-07-11 00:00:00,168.800003,647165,0,4.3213,1.6917,4.9946,0.8,155.399994
2012-07-12 00:00:00,175.800003,789645,0,4.3213,1.6917,4.9946,0.8,159.600006
2012-07-13 00:00:00,166.199997,365950,0,4.3213,1.6917,4.9946,0.8,155.800003
2012-07-16 00:00:00,155.399994,388080,0,4.3213,1.6917,4.9946,0.8,153.399994
2012-07-17 00:00:00,159.600006,541455,0,4.3213,1.6917,4.9946,0.8,144.199997
2012-07-18 00:00:00,155.800003,567755,0,4.3213,1.6917,4.9946,0.8,141.399994
2012-07-19 00:00:00,153.399994,351990,0,4.3213,1.6917,4.9946,0.8,148
2012-07-20 00:00:00,144.199997,319495,0,4.3213,1.6917,4.9946,0.8,148
2012-07-23 00:00:00,141.399994,163780,0,4.3213,1.6917,4.9946,0.8,147.600006
2012-07-24 00:00:00,148,153545,0,4.3213,1.6917,4.9946,0.8,144.800003
2012-07-25 00:00:00,148,132595,0,4.3213,1.6917,4.9946,0.8,144.800003
2012-07-26 00:00:00,147.600006,682675,0,4.3213,1.6917,4.9946,0.8,132.199997
2012-07-27 00:00:00,144.800003,1016535,0,4.3213,1.6917,4.9946,0.8,151.800003
2012-07-30 00:00:00,144.800003,485445,0,4.3213,1.6917,4.9946,0.8,138
2012-07-31 00:00:00,132.199997,265560,0,4.3213,1.6917,4.9946,0.8,133.199997
2012-08-01 00:00:00,151.800003,433245,0,4.3213,1.6917,4.9946,0.8,129.600006
2012-08-02 00:00:00,138,257865,0,4.3213,1.6917,4.9946,0.8,127.599998
2012-08-03 00:00:00,133.199997,153410,0,4.3213,1.6917,4.9946,0.8,131.800003
2012-08-06 00:00:00,129.600006,423250,0,4.3213,1.6917,4.9946,0.8,145
2012-08-07 00:00:00,127.599998,287850,0,4.3213,1.6917,4.9946,0.8,145.600006
2012-08-08 00:00:00,131.800003,253970,0,4.3213,1.6917,4.9946,0.8,138.600006
2012-08-09 00:00:00,145,298775,0,4.3213,1.6917,4.9946,0.8,133
2012-08-10 00:00:00,145.600006,525500,0,4.3213,1.6917,4.9946,0.8,148.800003
2012-08-13 00:00:00,138.600006,1542665,0,4.3213,1.6917,4.9946,0.8,151
2012-08-14 00:00:00,133,3117145,0,4.3213,1.6917,4.9946,0.8,110.199997
2012-08-15 00:00:00,148.800003,1062665,0,4.3213,1.6917,4.9946,0.8,106.400002
2012-08-16 00:00:00,151,1654645,0,4.3213,1.6917,4.9946,0.8,100
2012-08-17 00:00:00,110.199997,1976910,0,4.3213,1.6917,4.9946,0.8,95
2012-08-20 00:00:00,106.400002,864665,0,4.3213,1.6917,4.9946,0.8,93
2012-08-21 00:00:00,100,779260,0,4.3213,1.6917,4.9946,0.8,90.800003
2012-08-22 00:00:00,95,503415,0,4.3213,1.6917,4.9946,0.8,90.800003
2012-08-23 00:00:00,93,389115,0,4.3213,1.6917,4.9946,0.8,90.400002
2012-08-24 00:00:00,90.800003,423045,0,4.3213,1.6917,4.9946,0.8,88.800003
2012-08-27 00:00:00,90.800003,474865,0,4.3213,1.6917,4.9946,0.8,88.199997
2012-08-28 00:00:00,90.400002,269065,0,4.3213,1.6917,4.9946,0.8,87.400002
2012-08-29 00:00:00,88.800003,382680,0,4.3213,1.6917,4.9946,0.8,86.199997
2012-08-30 00:00:00,88.199997,459625,0,4.3213,1.6917,4.9946,0.8,83.800003
2012-08-31 00:00:00,87.400002,300245,0,4.3213,1.6917,4.9946,0.8,83
2012-09-04 00:00:00,86.199997,530515,0,4.3213,1.6917,4.9946,0.8,84.800003
2012-09-05 00:00:00,83.800003,432800,0,4.3213,1.6917,4.9946,0.8,83.599998
2012-09-06 00:00:00,83,404800,0,4.3213,1.6917,4.9946,0.8,84.599998
2012-09-07 00:00:00,84.800003,271845,0,4.3213,1.6917,4.9946,0.8,85.400002
2012-09-10 00:00:00,83.599998,257090,0,4.3213,1.6917,4.9946,0.8,85.400002
2012-09-11 00:00:00,84.599998,792830,0,4.3213,1.6917,4.9946,0.8,92.199997
2012-09-12 00:00:00,85.400002,656100,0,4.3213,1.6917,4.9946,0.8,93.199997
2012-09-13 00:00:00,85.400002,296400,0,4.3213,1.6917,4.9946,0.8,95.199997
2012-09-14 00:00:00,92.199997,1000555,0,4.3213,1.6917,4.9946,0.8,105.400002
2012-09-17 00:00:00,93.199997,753285,0,4.3213,1.6917,4.9946,0.8,95
2012-09-18 00:00:00,95.199997,342430,0,4.3213,1.6917,4.9946,0.8,93.800003
2012-09-19 00:00:00,105.400002,2079755,0,4.3213,1.6917,4.9946,0.8,106.800003
2012-09-20 00:00:00,95,1563915,0,4.3213,1.6917,4.9946,0.8,103
2012-09-21 00:00:00,93.800003,1095265,0,4.3213,1.6917,4.9946,0.8,105.599998
2012-09-24 00:00:00,106.800003,570600,0,4.3213,1.6917,4.9946,0.8,104
2012-09-25 00:00:00,103,809405,0,4.3213,1.6917,4.9946,0.8,96.599998
2012-09-26 00:00:00,105.599998,337865,0,4.3213,1.6917,4.9946,0.8,94
2012-09-27 00:00:00,104,326840,0,4.3213,1.6917,4.9946,0.8,95.599998
2012-09-28 00:00:00,96.599998,283070,0,4.3213,1.6917,4.9946,0.8,95.400002
2012-10-01 00:00:00,94,213135,0,-0.1179,-0.0462,-0.524,0.8,94.400002
2012-10-02 00:00:00,95.599998,149585,0,-0.1179,-0.0462,-0.524,0.8,93
2012-10-03 00:00:00,95.400002,210335,0,-0.1179,-0.0462,-0.524,0.8,93.599998
2012-10-04 00:00:00,94.400002,296285,0,-0.1179,-0.0462,-0.524,0.8,96
2012-10-05 00:00:00,93,909060,0,-0.1179,-0.0462,-0.524,0.8,105
2012-10-08 00:00:00,93.599998,661900,0,-0.1179,-0.0462,-0.524,0.8,109.400002
2012-10-09 00:00:00,96,466650,0,-0.1179,-0.0462,-0.524,0.8,105.400002
2012-10-10 00:00:00,105,610715,0,-0.1179,-0.0462,-0.524,0.8,101
2012-10-11 00:00:00,109.400002,315940,0,-0.1179,-0.0462,-0.524,0.8,105
2012-10-12 00:00:00,105.400002,284370,0,-0.1179,-0.0462,-0.524,0.8,105.800003
2012-10-15 00:00:00,101,339770,0,-0.1179,-0.0462,-0.524,0.8,104
2012-10-16 00:00:00,105,275825,0,-0.1179,-0.0462,-0.524,0.8,101
2012-10-17 00:00:00,105.800003,271015,0,-0.1179,-0.0462,-0.524,0.8,101.599998
2012-10-18 00:00:00,104,493340,0,-0.1179,-0.0462,-0.524,0.8,98.199997
2012-10-19 00:00:00,101,509295,0,-0.1179,-0.0462,-0.524,0.8,93.800003
2012-10-22 00:00:00,101.599998,486915,0,-0.1179,-0.0462,-0.524,0.8,91.599998
2012-10-23 00:00:00,98.199997,660725,0,-0.1179,-0.0462,-0.524,0.8,89.599998
2012-10-24 00:00:00,93.800003,607720,0,-0.1179,-0.0462,-0.524,0.8,88.400002
2012-10-25 00:00:00,91.599998,680070,0,-0.1179,-0.0462,-0.524,0.8,89.199997
2012-10-26 00:00:00,89.599998,670575,0,-0.1179,-0.0462,-0.524,0.8,89.400002
2012-10-31 00:00:00,88.400002,2231915,0,-0.1179,-0.0462,-0.524,0.8,82.400002
2012-11-01 00:00:00,89.199997,424245,0,-0.1179,-0.0462,-0.524,0.8,80.599998
2012-11-02 00:00:00,89.400002,1416830,0,-0.1179,-0.0462,-0.524,0.8,76.599998
2012-11-05 00:00:00,82.400002,1332515,0,-0.1179,-0.0462,-0.524,0.8,78
2012-11-06 00:00:00,80.599998,887615,0,-0.1179,-0.0462,-0.524,0.8,79.800003
2012-11-07 00:00:00,76.599998,1316265,0,-0.1179,-0.0462,-0.524,0.8,75.199997
2012-11-08 00:00:00,78,1116210,0,-0.1179,-0.0462,-0.524,0.8,78.400002
2012-11-09 00:00:00,79.800003,5823950,0,-0.1179,-0.0462,-0.524,0.8,55.200001
2012-11-12 00:00:00,75.199997,873665,0,-0.1179,-0.0462,-0.524,0.8,53.799999
2012-11-13 00:00:00,78.400002,560065,0,-0.1179,-0.0462,-0.524,0.8,52.599998
2012-11-14 00:00:00,55.200001,758195,0,-0.1179,-0.0462,-0.524,0.8,54.599998
2012-11-15 00:00:00,53.799999,799280,0,-0.1179,-0.0462,-0.524,0.8,58
2012-11-16 00:00:00,52.599998,693260,0,-0.1179,-0.0462,-0.524,0.8,59.599998
2012-11-19 00:00:00,54.599998,1222890,0,-0.1179,-0.0462,-0.524,0.8,62.200001
2012-11-20 00:00:00,58,1546620,0,-0.1179,-0.0462,-0.524,0.8,67.400002
2012-11-21 00:00:00,59.599998,2882335,0,-0.1179,-0.0462,-0.524,0.8,77.599998
2012-11-23 00:00:00,62.200001,708475,0,-0.1179,-0.0462,-0.524,0.8,79
2012-11-26 00:00:00,67.400002,843290,0,-0.1179,-0.0462,-0.524,0.8,76.199997
2012-11-27 00:00:00,77.599998,620530,0,-0.1179,-0.0462,-0.524,0.8,79.199997
2012-11-28 00:00:00,79,1771785,0,-0.1179,-0.0462,-0.524,0.8,88.400002
2012-11-29 00:00:00,76.199997,1798325,0,-0.1179,-0.0462,-0.524,0.8,90.800003
2012-11-30 00:00:00,79.199997,2731625,0,-0.1179,-0.0462,-0.524,0.8,83
2012-12-03 00:00:00,88.400002,525510,0,-0.1179,-0.0462,-0.524,0.8,82.199997
2012-12-04 00:00:00,90.800003,879150,0,-0.1179,-0.0462,-0.524,0.8,75.199997
2012-12-05 00:00:00,83,439815,0,-0.1179,-0.0462,-0.524,0.8,77.199997
2012-12-06 00:00:00,82.199997,370560,0,-0.1179,-0.0462,-0.524,0.8,76.199997
2012-12-07 00:00:00,75.199997,2545830,0,-0.1179,-0.0462,-0.524,0.8,93.800003
2012-12-10 00:00:00,77.199997,1110380,0,-0.1179,-0.0462,-0.524,0.8,85
2012-12-11 00:00:00,76.199997,494745,0,-0.1179,-0.0462,-0.524,0.8,88.199997
2012-12-12 00:00:00,93.800003,1160245,0,-0.1179,-0.0462,-0.524,0.8,91.599998
2012-12-13 00:00:00,85,1101860,0,-0.1179,-0.0462,-0.524,0.8,96
2012-12-14 00:00:00,88.199997,923205,0,-0.1179,-0.0462,-0.524,0.8,98.599998
2012-12-17 00:00:00,91.599998,745080,0,-0.1179,-0.0462,-0.524,0.8,95.800003
2012-12-18 00:00:00,96,638880,0,-0.1179,-0.0462,-0.524,0.8,100.199997
2012-12-19 00:00:00,98.599998,603060,0,-0.1179,-0.0462,-0.524,0.8,97.599998
2012-12-20 00:00:00,95.800003,506180,0,-0.1179,-0.0462,-0.524,0.8,95.800003
2012-12-21 00:00:00,100.199997,730415,0,-0.1179,-0.0462,-0.524,0.8,96.400002
2012-12-24 00:00:00,97.599998,249895,0,-0.1179,-0.0462,-0.524,0.8,92.599998
2012-12-26 00:00:00,95.800003,396295,0,-0.1179,-0.0462,-0.524,0.8,96
2012-12-27 00:00:00,96.400002,400600,0,-0.1179,-0.0462,-0.524,0.8,97.199997
2012-12-28 00:00:00,92.599998,245665,0,-0.1179,-0.0462,-0.524,0.8,95.599998
2012-12-31 00:00:00,96,345465,0,-10.7865,-3.9403,-12.7039,-2.4,97.199997
2013-01-02 00:00:00,97.199997,603890,0,-10.7865,-3.9403,-12.7039,-2.4,99.199997
2013-01-03 00:00:00,95.599998,662115,0,-10.7865,-3.9403,-12.7039,-2.4,102.400002
2013-01-04 00:00:00,97.199997,700470,0,-10.7865,-3.9403,-12.7039,-2.4,105.400002
2013-01-07 00:00:00,99.199997,843620,0,-10.7865,-3.9403,-12.7039,-2.4,106
2013-01-08 00:00:00,102.400002,538785,0,-10.7865,-3.9403,-12.7039,-2.4,104
