Date,Historical Adj,Volume,Daily New Cases,Adj Close
2012-04-19 00:00:00,253.399994,99760,0,235.199997
2012-04-20 00:00:00,251.600006,119605,0,222.600006
2012-04-23 00:00:00,240.800003,254415,0,237
2012-04-24 00:00:00,235.199997,147595,0,239.199997
2012-04-25 00:00:00,222.600006,46065,0,245.399994
2012-04-26 00:00:00,237,50110,0,238.399994
2012-04-27 00:00:00,239.199997,74795,0,239.600006
2012-04-30 00:00:00,245.399994,139800,0,214.199997
2012-05-01 00:00:00,238.399994,258930,0,217.399994
2012-05-02 00:00:00,239.600006,172655,0,211.600006
2012-05-03 00:00:00,214.199997,201170,0,206.199997
2012-05-04 00:00:00,217.399994,127010,0,199.399994
2012-05-07 00:00:00,211.600006,128905,0,209.199997
2012-05-08 00:00:00,206.199997,78120,0,206.600006
2012-05-09 00:00:00,199.399994,60595,0,201.399994
2012-05-10 00:00:00,209.199997,70000,0,197.399994
2012-05-11 00:00:00,206.600006,74600,0,198
2012-05-14 00:00:00,201.399994,822775,0,234.800003
2012-05-15 00:00:00,197.399994,1234210,0,243.399994
2012-05-16 00:00:00,198,354200,0,261
2012-05-17 00:00:00,234.800003,333205,0,248.199997
2012-05-18 00:00:00,243.399994,298910,0,231.600006
2012-05-21 00:00:00,261,368050,0,247.800003
2012-05-22 00:00:00,248.199997,150485,0,239
2012-05-23 00:00:00,231.600006,177880,0,240.600006
2012-05-24 00:00:00,247.800003,105870,0,237.800003
2012-05-25 00:00:00,239,112825,0,241
2012-05-29 00:00:00,240.600006,155530,0,235.800003
2012-05-30 00:00:00,237.800003,175580,0,222
2012-05-31 00:00:00,241,299205,0,212.800003
2012-06-01 00:00:00,235.800003,1168485,0,193.800003
2012-06-04 00:00:00,222,627760,0,179
2012-06-05 00:00:00,212.800003,536830,0,195.800003
2012-06-06 00:00:00,193.800003,668680,0,212.600006
2012-06-07 00:00:00,179,430880,0,212.399994
2012-06-08 00:00:00,195.800003,318620,0,215.199997
2012-06-11 00:00:00,212.600006,287795,0,206.800003
2012-06-12 00:00:00,212.399994,485030,0,199
2012-06-13 00:00:00,215.199997,513400,0,192
2012-06-14 00:00:00,206.800003,379970,0,188.600006
2012-06-15 00:00:00,199,893260,0,201.199997
2012-06-18 00:00:00,192,682735,0,223
2012-06-19 00:00:00,188.600006,628775,0,218.600006
2012-06-20 00:00:00,201.199997,283865,0,213.399994
2012-06-21 00:00:00,223,219845,0,210
2012-06-22 00:00:00,218.600006,185565,0,208
2012-06-25 00:00:00,213.399994,242330,0,197.800003
2012-06-26 00:00:00,210,218265,0,205
2012-06-27 00:00:00,208,251415,0,202.600006
2012-06-28 00:00:00,197.800003,305880,0,197
2012-06-29 00:00:00,205,333980,0,212.600006
2012-07-02 00:00:00,202.600006,635725,0,190.199997
2012-07-03 00:00:00,197,609930,0,175.800003
2012-07-05 00:00:00,212.600006,292785,0,176.399994
2012-07-06 00:00:00,190.199997,366345,0,168.800003
2012-07-09 00:00:00,175.800003,284450,0,175.800003
2012-07-10 00:00:00,176.399994,378810,0,166.199997
2012-07-11 00:00:00,168.800003,647165,0,155.399994
2012-07-12 00:00:00,175.800003,789645,0,159.600006
2012-07-13 00:00:00,166.199997,365950,0,155.800003
2012-07-16 00:00:00,155.399994,388080,0,153.399994
2012-07-17 00:00:00,159.600006,541455,0,144.199997
2012-07-18 00:00:00,155.800003,567755,0,141.399994
2012-07-19 00:00:00,153.399994,351990,0,148
2012-07-20 00:00:00,144.199997,319495,0,148
2012-07-23 00:00:00,141.399994,163780,0,147.600006
2012-07-24 00:00:00,148,153545,0,144.800003
2012-07-25 00:00:00,148,132595,0,144.800003
2012-07-26 00:00:00,147.600006,682675,0,132.199997
2012-07-27 00:00:00,144.800003,1016535,0,151.800003
2012-07-30 00:00:00,144.800003,485445,0,138
2012-07-31 00:00:00,132.199997,265560,0,133.199997
2012-08-01 00:00:00,151.800003,433245,0,129.600006
2012-08-02 00:00:00,138,257865,0,127.599998
2012-08-03 00:00:00,133.199997,153410,0,131.800003
2012-08-06 00:00:00,129.600006,423250,0,145
2012-08-07 00:00:00,127.599998,287850,0,145.600006
2012-08-08 00:00:00,131.800003,253970,0,138.600006
2012-08-09 00:00:00,145,298775,0,133
2012-08-10 00:00:00,145.600006,525500,0,148.800003
2012-08-13 00:00:00,138.600006,1542665,0,151
2012-08-14 00:00:00,133,3117145,0,110.199997
2012-08-15 00:00:00,148.800003,1062665,0,106.400002
2012-08-16 00:00:00,151,1654645,0,100
2012-08-17 00:00:00,110.199997,1976910,0,95
2012-08-20 00:00:00,106.400002,864665,0,93
2012-08-21 00:00:00,100,779260,0,90.800003
2012-08-22 00:00:00,95,503415,0,90.800003
2012-08-23 00:00:00,93,389115,0,90.400002
2012-08-24 00:00:00,90.800003,423045,0,88.800003
2012-08-27 00:00:00,90.800003,474865,0,88.199997
2012-08-28 00:00:00,90.400002,269065,0,87.400002
2012-08-29 00:00:00,88.800003,382680,0,86.199997
2012-08-30 00:00:00,88.199997,459625,0,83.800003
2012-08-31 00:00:00,87.400002,300245,0,83
2012-09-04 00:00:00,86.199997,530515,0,84.800003
2012-09-05 00:00:00,83.800003,432800,0,83.599998
2012-09-06 00:00:00,83,404800,0,84.599998
2012-09-07 00:00:00,84.800003,271845,0,85.400002
2012-09-10 00:00:00,83.599998,257090,0,85.400002
2012-09-11 00:00:00,84.599998,792830,0,92.199997
2012-09-12 00:00:00,85.400002,656100,0,93.199997
2012-09-13 00:00:00,85.400002,296400,0,95.199997
2012-09-14 00:00:00,92.199997,1000555,0,105.400002
2012-09-17 00:00:00,93.199997,753285,0,95
2012-09-18 00:00:00,95.199997,342430,0,93.800003
2012-09-19 00:00:00,105.400002,2079755,0,106.800003
2012-09-20 00:00:00,95,1563915,0,103
2012-09-21 00:00:00,93.800003,1095265,0,105.599998
2012-09-24 00:00:00,106.800003,570600,0,104
2012-09-25 00:00:00,103,809405,0,96.599998
2012-09-26 00:00:00,105.599998,337865,0,94
2012-09-27 00:00:00,104,326840,0,95.599998
2012-09-28 00:00:00,96.599998,283070,0,95.400002
2012-10-01 00:00:00,94,213135,0,94.400002
2012-10-02 00:00:00,95.599998,149585,0,93
2012-10-03 00:00:00,95.400002,210335,0,93.599998
2012-10-04 00:00:00,94.400002,296285,0,96
2012-10-05 00:00:00,93,909060,0,105
2012-10-08 00:00:00,93.599998,661900,0,109.400002
2012-10-09 00:00:00,96,466650,0,105.400002
2012-10-10 00:00:00,105,610715,0,101
2012-10-11 00:00:00,109.400002,315940,0,105
2012-10-12 00:00:00,105.400002,284370,0,105.800003
2012-10-15 00:00:00,101,339770,0,104
2012-10-16 00:00:00,105,275825,0,101
2012-10-17 00:00:00,105.800003,271015,0,101.599998
2012-10-18 00:00:00,104,493340,0,98.199997
2012-10-19 00:00:00,101,509295,0,93.800003
2012-10-22 00:00:00,101.599998,486915,0,91.599998
2012-10-23 00:00:00,98.199997,660725,0,89.599998
2012-10-24 00:00:00,93.800003,607720,0,88.400002
2012-10-25 00:00:00,91.599998,680070,0,89.199997
2012-10-26 00:00:00,89.599998,670575,0,89.400002
2012-10-31 00:00:00,88.400002,2231915,0,82.400002
2012-11-01 00:00:00,89.199997,424245,0,80.599998
2012-11-02 00:00:00,89.400002,1416830,0,76.599998
2012-11-05 00:00:00,82.400002,1332515,0,78
2012-11-06 00:00:00,80.599998,887615,0,79.800003
2012-11-07 00:00:00,76.599998,1316265,0,75.199997
2012-11-08 00:00:00,78,1116210,0,78.400002
2012-11-09 00:00:00,79.800003,5823950,0,55.200001
2012-11-12 00:00:00,75.199997,873665,0,53.799999
2012-11-13 00:00:00,78.400002,560065,0,52.599998
2012-11-14 00:00:00,55.200001,758195,0,54.599998
2012-11-15 00:00:00,53.799999,799280,0,58
2012-11-16 00:00:00,52.599998,693260,0,59.599998
2012-11-19 00:00:00,54.599998,1222890,0,62.200001
2012-11-20 00:00:00,58,1546620,0,67.400002
2012-11-21 00:00:00,59.599998,2882335,0,77.599998
2012-11-23 00:00:00,62.200001,708475,0,79
2012-11-26 00:00:00,67.400002,843290,0,76.199997
2012-11-27 00:00:00,77.599998,620530,0,79.199997
2012-11-28 00:00:00,79,1771785,0,88.400002
2012-11-29 00:00:00,76.199997,1798325,0,90.800003
2012-11-30 00:00:00,79.199997,2731625,0,83
2012-12-03 00:00:00,88.400002,525510,0,82.199997
2012-12-04 00:00:00,90.800003,879150,0,75.199997
2012-12-05 00:00:00,83,439815,0,77.199997
2012-12-06 00:00:00,82.199997,370560,0,76.199997
2012-12-07 00:00:00,75.199997,2545830,0,93.800003
2012-12-10 00:00:00,77.199997,1110380,0,85
2012-12-11 00:00:00,76.199997,494745,0,88.199997
2012-12-12 00:00:00,93.800003,1160245,0,91.599998
2012-12-13 00:00:00,85,1101860,0,96
2012-12-14 00:00:00,88.199997,923205,0,98.599998
2012-12-17 00:00:00,91.599998,745080,0,95.800003
2012-12-18 00:00:00,96,638880,0,100.199997
2012-12-19 00:00:00,98.599998,603060,0,97.599998
2012-12-20 00:00:00,95.800003,506180,0,95.800003
2012-12-21 00:00:00,100.199997,730415,0,96.400002
2012-12-24 00:00:00,97.599998,249895,0,92.599998
2012-12-26 00:00:00,95.800003,396295,0,96
2012-12-27 00:00:00,96.400002,400600,0,97.199997
2012-12-28 00:00:00,92.599998,245665,0,95.599998
2012-12-31 00:00:00,96,345465,0,97.199997
2013-01-02 00:00:00,97.199997,603890,0,99.199997
2013-01-03 00:00:00,95.599998,662115,0,102.400002
2013-01-04 00:00:00,97.199997,700470,0,105.400002
2013-01-07 00:00:00,99.199997,843620,0,106
2013-01-08 00:00:00,102.400002,538785,0,104
2013-01-09 00:00:00,105.400002,419785,0,101
2013-01-10 00:00:00,106,696765,0,103.800003
2013-01-11 00:00:00,104,577150,0,107
2013-01-14 00:00:00,101,979815,0,105.400002
2013-01-15 00:00:00,103.800003,508770,0,104.599998
2013-01-16 00:00:00,107,722960,0,100.599998
2013-01-17 00:00:00,105.400002,322005,0,101.800003
2013-01-18 00:00:00,104.599998,337410,0,99
2013-01-22 00:00:00,100.599998,424070,0,96.800003
2013-01-23 00:00:00,101.800003,612080,0,101.800003
2013-01-24 00:00:00,99,970935,0,103.599998
2013-01-25 00:00:00,96.800003,797360,0,105.400002
2013-01-28 00:00:00,101.800003,587695,0,108
2013-01-29 00:00:00,103.599998,365735,0,105.599998
2013-01-30 00:00:00,105.400002,423185,0,105.400002
2013-01-31 00:00:00,108,750175,0,110.400002
2013-02-01 00:00:00,105.599998,945015,0,113
2013-02-04 00:00:00,105.400002,614985,0,104.599998
2013-02-05 00:00:00,110.400002,837110,0,102.400002
2013-02-06 00:00:00,113,476400,0,108
2013-02-07 00:00:00,104.599998,354105,0,105.599998
2013-02-08 00:00:00,102.400002,458100,0,108.599998
2013-02-11 00:00:00,108,380720,0,107.199997
2013-02-12 00:00:00,105.599998,455675,0,105.800003
2013-02-13 00:00:00,108.599998,1336905,0,111.599998
2013-02-14 00:00:00,107.199997,1445570,0,119
2013-02-15 00:00:00,105.800003,1085595,0,119.199997
2013-02-19 00:00:00,111.599998,856735,0,118.599998
2013-02-20 00:00:00,119,739555,0,111.800003
2013-02-21 00:00:00,119.199997,1050860,0,116
2013-02-22 00:00:00,118.599998,517525,0,114.400002
2013-02-25 00:00:00,111.800003,476830,0,111.800003
2013-02-26 00:00:00,116,691105,0,111
2013-02-27 00:00:00,114.400002,1950675,0,119.599998
2013-02-28 00:00:00,111.800003,5166985,0,90.599998
2013-03-01 00:00:00,111,3110705,0,102
2013-03-04 00:00:00,119.599998,2182910,0,108.400002
2013-03-05 00:00:00,90.599998,1698900,0,112.800003
2013-03-06 00:00:00,102,2100220,0,106
2013-03-07 00:00:00,108.400002,732975,0,106.400002
2013-03-08 00:00:00,112.800003,822810,0,109.800003
2013-03-11 00:00:00,106,595105,0,108.199997
2013-03-12 00:00:00,106.400002,564290,0,105
2013-03-13 00:00:00,109.800003,333540,0,105.599998
2013-03-14 00:00:00,108.199997,580660,0,101.599998
2013-03-15 00:00:00,105,1121820,0,107.800003
2013-03-18 00:00:00,105.599998,562080,0,109.599998
2013-03-19 00:00:00,101.599998,734640,0,105.599998
2013-03-20 00:00:00,107.800003,309845,0,107.599998
2013-03-21 00:00:00,109.599998,366220,0,108.400002
2013-03-22 00:00:00,105.599998,848985,0,114.800003
2013-03-25 00:00:00,107.599998,1043060,0,120
2013-03-26 00:00:00,108.400002,1120485,0,121.199997
2013-03-27 00:00:00,114.800003,961470,0,124.199997
2013-03-28 00:00:00,120,929565,0,122.400002
2013-04-01 00:00:00,121.199997,586340,0,119.199997
2013-04-02 00:00:00,124.199997,984510,0,112.400002
2013-04-03 00:00:00,122.400002,682690,0,111
2013-04-04 00:00:00,119.199997,316560,0,114.599998
2013-04-05 00:00:00,112.400002,705975,0,121.400002
2013-04-08 00:00:00,111,504510,0,120.800003
2013-04-09 00:00:00,114.599998,359875,0,118.800003
2013-04-10 00:00:00,121.400002,634270,0,122.199997
2013-04-11 00:00:00,120.800003,1166250,0,128.600006
2013-04-12 00:00:00,118.800003,957280,0,131
2013-04-15 00:00:00,122.199997,694290,0,125.599998
2013-04-16 00:00:00,128.600006,445560,0,127.599998
2013-04-17 00:00:00,131,491545,0,127.800003
2013-04-18 00:00:00,125.599998,443790,0,122.400002
2013-04-19 00:00:00,127.599998,439430,0,127.199997
2013-04-22 00:00:00,127.800003,318260,0,126
2013-04-23 00:00:00,122.400002,326945,0,127.199997
2013-04-24 00:00:00,127.199997,517215,0,127.800003
2013-04-25 00:00:00,126,524065,0,129.399994
2013-04-26 00:00:00,127.199997,653070,0,127.599998
2013-04-29 00:00:00,127.800003,533190,0,125.199997
2013-04-30 00:00:00,129.399994,669465,0,122
2013-05-01 00:00:00,127.599998,538305,0,119.599998
2013-05-02 00:00:00,125.199997,580065,0,117.199997
2013-05-03 00:00:00,122,472805,0,116.800003
2013-05-06 00:00:00,119.599998,1528270,0,109.199997
2013-05-07 00:00:00,117.199997,662200,0,107.800003
2013-05-08 00:00:00,116.800003,1236785,0,111.800003
2013-05-09 00:00:00,109.199997,3319540,0,124.599998
2013-05-10 00:00:00,107.800003,761620,0,125
2013-05-13 00:00:00,111.800003,1105675,0,127.199997
2013-05-14 00:00:00,124.599998,1186790,0,137.800003
2013-05-15 00:00:00,125,1545645,0,137.199997
2013-05-16 00:00:00,127.199997,1525730,0,138.800003
2013-05-17 00:00:00,137.800003,739920,0,139.399994
2013-05-20 00:00:00,137.199997,712905,0,139.600006
2013-05-21 00:00:00,138.800003,1289920,0,142.800003
2013-05-22 00:00:00,139.399994,977380,0,145.199997
2013-05-23 00:00:00,139.600006,729470,0,142.600006
2013-05-24 00:00:00,142.800003,400890,0,144.199997
2013-05-28 00:00:00,145.199997,509810,0,147.800003
2013-05-29 00:00:00,142.600006,482130,0,148.199997
2013-05-30 00:00:00,144.199997,535785,0,149.399994
2013-05-31 00:00:00,147.800003,622815,0,153.800003
2013-06-03 00:00:00,148.199997,1019335,0,142.800003
2013-06-04 00:00:00,149.399994,635365,0,140
2013-06-05 00:00:00,153.800003,629915,0,136.399994
2013-06-06 00:00:00,142.800003,670000,0,134
2013-06-07 00:00:00,140,932200,0,138.800003
2013-06-10 00:00:00,136.399994,727355,0,143
2013-06-11 00:00:00,134,482805,0,142.399994
2013-06-12 00:00:00,138.800003,462380,0,139
2013-06-13 00:00:00,143,630170,0,137.199997
2013-06-14 00:00:00,142.399994,3119090,0,153
2013-06-17 00:00:00,139,880460,0,153.800003
2013-06-18 00:00:00,137.199997,515215,0,153.600006
2013-06-19 00:00:00,153,628590,0,154.600006
2013-06-20 00:00:00,153.800003,618060,0,150.800003
2013-06-21 00:00:00,153.600006,1654860,0,159
2013-06-24 00:00:00,154.600006,1008020,0,159.399994
2013-06-25 00:00:00,150.800003,753920,0,163.199997
2013-06-26 00:00:00,159,632355,0,166.600006
2013-06-27 00:00:00,159.399994,691375,0,167.800003
2013-06-28 00:00:00,163.199997,1992150,0,171
2013-07-01 00:00:00,166.600006,559370,0,173.399994
2013-07-02 00:00:00,167.800003,803710,0,179
2013-07-03 00:00:00,171,864320,0,182.800003
2013-07-05 00:00:00,173.399994,682935,0,182.399994
2013-07-08 00:00:00,179,847035,0,178
2013-07-09 00:00:00,182.800003,1160630,0,172
2013-07-10 00:00:00,182.399994,463875,0,176
2013-07-11 00:00:00,178,876025,0,172.399994
2013-07-12 00:00:00,172,559530,0,170.600006
2013-07-15 00:00:00,176,584740,0,168.800003
2013-07-16 00:00:00,172.399994,530940,0,166.199997
2013-07-17 00:00:00,170.600006,769320,0,177
2013-07-18 00:00:00,168.800003,407000,0,175.399994
2013-07-19 00:00:00,166.199997,410930,0,176.800003
2013-07-22 00:00:00,177,425105,0,178
2013-07-23 00:00:00,175.399994,613255,0,177.199997
2013-07-24 00:00:00,176.800003,437610,0,174
2013-07-25 00:00:00,178,463480,0,176.800003
2013-07-26 00:00:00,177.199997,888385,0,186.800003
2013-07-29 00:00:00,174,567470,0,178.399994
2013-07-30 00:00:00,176.800003,675465,0,174.199997
2013-07-31 00:00:00,186.800003,469170,0,177.199997
2013-08-01 00:00:00,178.399994,705460,0,176.800003
2013-08-02 00:00:00,174.199997,1053160,0,174
2013-08-05 00:00:00,177.199997,703625,0,179.399994
2013-08-06 00:00:00,176.800003,846620,0,174
2013-08-07 00:00:00,174,1443845,0,174.399994
2013-08-08 00:00:00,179.399994,4572265,0,212
2013-08-09 00:00:00,174,1144340,0,212.199997
2013-08-12 00:00:00,174.399994,701445,0,211.600006
2013-08-13 00:00:00,212,689490,0,207
2013-08-14 00:00:00,212.199997,479800,0,204.199997
2013-08-15 00:00:00,211.600006,1279220,0,195.600006
2013-08-16 00:00:00,207,689320,0,192.199997
2013-08-19 00:00:00,204.199997,794920,0,190
2013-08-20 00:00:00,195.600006,434890,0,189.800003
2013-08-21 00:00:00,192.199997,861940,0,195.399994
2013-08-22 00:00:00,190,405905,0,199.600006
2013-08-23 00:00:00,189.800003,377330,0,197.399994
2013-08-26 00:00:00,195.399994,932075,0,205.600006
2013-08-27 00:00:00,199.600006,815665,0,197.800003
2013-08-28 00:00:00,197.399994,574450,0,200.800003
2013-08-29 00:00:00,205.600006,854075,0,207.600006
2013-08-30 00:00:00,197.800003,570670,0,203.199997
2013-09-03 00:00:00,200.800003,561070,0,204
2013-09-04 00:00:00,207.600006,557065,0,205.800003
2013-09-05 00:00:00,203.199997,1521970,0,213.199997
2013-09-06 00:00:00,204,989335,0,215.399994
2013-09-09 00:00:00,205.800003,1238455,0,222
2013-09-10 00:00:00,213.199997,970540,0,224
2013-09-11 00:00:00,215.399994,1117610,0,230.600006
2013-09-12 00:00:00,222,1586755,0,235.199997
2013-09-13 00:00:00,224,914605,0,233.800003
2013-09-16 00:00:00,230.600006,1350960,0,224.800003
2013-09-17 00:00:00,235.199997,798760,0,227.199997
2013-09-18 00:00:00,233.800003,987635,0,231
2013-09-19 00:00:00,224.800003,2359925,0,251.800003
2013-09-20 00:00:00,227.199997,1769540,0,252.800003
2013-09-23 00:00:00,231,1633530,0,238.800003
2013-09-24 00:00:00,251.800003,1108180,0,236.199997
2013-09-25 00:00:00,252.800003,1442600,0,234
2013-09-26 00:00:00,238.800003,1131000,0,242.199997
2013-09-27 00:00:00,236.199997,1173170,0,232.800003
2013-09-30 00:00:00,234,1147300,0,224.199997
2013-10-01 00:00:00,242.199997,703155,0,234
2013-10-02 00:00:00,232.800003,789160,0,235.399994
2013-10-03 00:00:00,224.199997,1662315,0,226
2013-10-04 00:00:00,234,767060,0,229
2013-10-07 00:00:00,235.399994,993530,0,220.600006
2013-10-08 00:00:00,226,1217085,0,210.600006
2013-10-09 00:00:00,229,1529230,0,205.199997
2013-10-10 00:00:00,220.600006,1306710,0,222
2013-10-11 00:00:00,210.600006,660055,0,222.399994
2013-10-14 00:00:00,205.199997,654980,0,220.199997
2013-10-15 00:00:00,222,813745,0,223.600006
2013-10-16 00:00:00,222.399994,734665,0,229
2013-10-17 00:00:00,220.199997,1427035,0,213.399994
2013-10-18 00:00:00,223.600006,1117135,0,213
2013-10-21 00:00:00,229,669265,0,212
2013-10-22 00:00:00,213.399994,1585230,0,197.399994
2013-10-23 00:00:00,213,560160,0,194
2013-10-24 00:00:00,212,878025,0,193
2013-10-25 00:00:00,197.399994,788155,0,196
2013-10-28 00:00:00,194,768805,0,187.199997
2013-10-29 00:00:00,193,1051365,0,188.800003
2013-10-30 00:00:00,196,753300,0,182.800003
2013-10-31 00:00:00,187.199997,961195,0,182.800003
2013-11-01 00:00:00,188.800003,1210545,0,198.600006
2013-11-04 00:00:00,182.800003,1350415,0,211.399994
2013-11-05 00:00:00,182.800003,1038515,0,205.600006
2013-11-06 00:00:00,198.600006,1325825,0,200.199997
2013-11-07 00:00:00,211.399994,1934400,0,190
2013-11-08 00:00:00,205.600006,2304055,0,202.199997
2013-11-11 00:00:00,200.199997,908730,0,199.800003
2013-11-12 00:00:00,190,957115,0,205.600006
2013-11-13 00:00:00,202.199997,1061285,0,206
2013-11-14 00:00:00,199.800003,855815,0,214.399994
2013-11-15 00:00:00,205.600006,760520,0,214.199997
2013-11-18 00:00:00,206,883500,0,208.199997
2013-11-19 00:00:00,214.399994,1124805,0,196.399994
2013-11-20 00:00:00,214.199997,1685700,0,184.399994
2013-11-21 00:00:00,208.199997,847405,0,190.600006
2013-11-22 00:00:00,196.399994,1003010,0,182.399994
2013-11-25 00:00:00,184.399994,1259735,0,181.399994
2013-11-26 00:00:00,190.600006,655465,0,183.800003
2013-11-27 00:00:00,182.399994,702570,0,182
2013-11-29 00:00:00,181.399994,266845,0,181
2013-12-02 00:00:00,183.800003,1613945,0,175
2013-12-03 00:00:00,182,1077565,0,181.800003
2013-12-04 00:00:00,181,620910,0,181.800003
2013-12-05 00:00:00,175,480905,0,181.800003
2013-12-06 00:00:00,181.800003,401885,0,181.800003
2013-12-09 00:00:00,181.800003,840710,0,192.399994
